,Unnamed: 0.1,Unnamed: 0,CNPJ B,CNPJ O,CNPJ DV,MATRIZ/FIL,NOME FANT,STC,DATA STC,MOTIVO STC,CD EXT,PAIS,DT IN ATV,CNAE PRINCP,CNAE SECND,TIPO LOGR,LOGRD,NUMERO,COMPLEMENTO,BAIRRO,CEP,UF,MUNICIPIO,DDD1,TELEFONE1,DDD2,TELEFONE2,DDDFAX,FAX,CORREIO ELET,ST ESPC,DATA ST ESPC,CNAE PRINCIP
401,401,4,37116521,1,19,1,JEPLANEJADOS,2,2020-05-12,0,,,2020-05-12,"Instalação de portas, janelas, tetos, divisórias e armários embutidos de qualquer material","4321500,3102100,2512800,4754701,2539001,4930204,4744001,3103900",RUA,03,25,,JARDIM AFONSO CELSO,63400000.0,CE,1375,88.0,97690176.0,,,,,JWR.S1533@GMAIL.COM,,,4330402
402,402,5,37531815,1,7,1,CASA DO PARAFUSO,2,2020-06-25,0,,,2020-06-25,Comércio varejista de materiais de construção em geral,"4742300,4744003,4741500,4754703,4744001",RUA,DEPUTADO LIBERATO MOACIR DE AGUIAR,128,,CENTRO,63400000.0,CE,1375,88.0,99941721.0,,,,,CLEBIO.CONTABILIDAE@HOTMAIL.COM,,,4744099
403,403,6,38354838,1,56,1,HORTIFRUTI AZEVEDO,2,2020-09-04,0,,,2020-09-04,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente,"4721103,4721102",RUA,CEL JOSE DE ALBUQUERQUE,568,,CENTRO,63400000.0,CE,1375,88.0,96873582.0,,,,,HORTIFRUTIAZEVEDOCEDROCE@GMAIL.COM,,,4729699
404,404,7,38824818,1,0,1,EVS ESPORTES,2,2020-09-24,0,,,2020-09-24,Comércio varejista de artigos esportivos,"4781400,4789001,4763601,4772500,4782201,4783102,4774100",AVENIDA,PEDRO LOPES VIEIRA,132,,CENTRO,63400000.0,CE,1375,88.0,92423844.0,,,,,EVSESPORTES@GMAIL.COM,,,4763602
405,405,8,39426930,1,47,1,LIMA TECHNOLOGY,2,2020-10-14,0,,,2020-10-14,Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente,9511800,SITIO,SITIO RECANTO DO ODILON,0,CASA CASA,SANTO ANTONIO,63400000.0,CE,1375,88.0,94442283.0,,,,,LIMA300799@GMAIL.COM,,,8219999
406,406,9,39522481,1,30,1,TOURO PRIME,2,2020-10-22,0,,,2020-10-22,Comércio varejista de carnes - açougues,4723700,RUA,MONSENHOR ANTONIO VIEIRA COSTA,262,,ALTO DO PADEIRO,63400000.0,CE,1375,88.0,96680770.0,,,,,TOUROPRIME@GMAIL.COM,,,4722901
407,407,10,39854761,1,46,1,C.A.F MOVEIS PROJETADOS,2,2020-11-20,0,,,2020-11-20,Fabricação de móveis com predominância de madeira,"4789099,4754701,4744002,4744001",GALERIA,BACANA,43,,CENTRO,63400000.0,CE,1375,88.0,99765602.0,,,,,CLAUDIOCAUE18@HOTMAIL.COM,,,3101200
408,408,12,40348321,1,4,1,FRANCINALDO DE SOUZA ALVES 03010612616,2,2021-01-12,0,,,2021-01-12,Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente,"8219901,4751202,1822901",10A RUA,SITIO ESPERANCA,SN,,SANTO ANTONIO,63400000.0,CE,1375,88.0,96331213.0,,,,,FRANCINALDOCEDRO@HOTMAIL.COM,,,8219999
409,409,13,42558136,1,61,1,MM ELETRICA,2,2021-07-01,0,,,2021-07-01,Instalação e manutenção elétrica,3313999,ALAMEDA,JOSE QUINTINO,615,,PRADO,63400000.0,CE,1375,83.0,98835445.0,,,,,MARLEYMOTALIMA@GMAIL.COM,,,4321500
410,410,15,43272039,1,70,1,SANTANA VEICULOS,2,2021-08-25,0,,,2021-08-25,Comércio a varejo de peças e acessórios novos para  motocicletas e motonetas,"4541207,4530705,4530703,4530704",RUA,JADELGENA DE ARAUJO SILVA,400,,CENTRO,63400000.0,CE,1375,88.0,98607019.0,,,,,JADECEDRO@HOTMAIL.COM,,,4541206
411,411,16,43769146,1,9,1,CANGACO VIP,2,2021-10-05,0,,,2021-10-05,"Bares e outros estabelecimentos especializados em servir bebidas, com entretenimento",5611201,AVENIDA,DOUTOR CANDIDO JOSE DA COSTA,1252,,PEGA AVOANTE,63400000.0,CE,1375,88.0,97943167.0,,,,,CANGACOPETISCARIA@GMAIL.COM,,,5611205
412,412,17,43773800,1,58,1,MBF,2,2021-10-05,0,,,2021-10-05,Reparação e manutenção de computadores e de equipamentos periféricos,3313999,SITIO,MUNDO NOVO,822,,DISTRITO VARZEA DA CONCEICAO,63400000.0,CE,1375,88.0,97038755.0,,,,,MARY.BF2@HOTMAIL.COM,,,9511800
413,413,18,36083441,1,41,1,JUNIOR CELL,2,2020-01-21,0,,,2020-01-21,Comércio varejista especializado de equipamentos de telefonia e comunicação,"4751201,7319002,4783102,8592903",RUA,MONSENHOR ANTONIO VIEIRA COSTA,326,,ALTO DO PADEIRO,63400000.0,CE,1375,88.0,98047455.0,,,,,JUNIORJASS97@GMAIL.COM,,,4752100
414,414,19,35116174,1,7,1,COMERCIAL CEDRO,2,2019-10-08,0,,,2019-10-08,Comércio varejista de materiais de construção em geral,"4742300,4732600,4541206,4744004,4744003,4530705,4530703,4741500,4744001,4789004,4789005",1A AVENIDA,PEDRO LOPES VIEIRA OU DR FCO SA,308,,CENTRO,63400000.0,CE,1375,88.0,96452959.0,,,,,COMERCIALCEDRO1419@GMAIL.COM,,,4744099
415,415,20,46280844,1,34,1,MECANTIL AIRTON,2,2022-05-05,0,,,2022-05-05,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente,"4789099,4721103,4723700,4755502,4741500,4763602,4772500,4744099,4783102,4789005",RUA,R VICAK ALBUQUERQUE,113,ANDAR 1,JARDIM AFONSO CELSO,63400000.0,CE,1375,88.0,92230321.0,,,,,JADSONBEZERRA_3@HOTMAIL.COM,,,4729699
416,416,22,47397069,1,64,1,MERCANTIL AIRTON,2,2022-08-03,0,,,2022-08-03,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente,"4723700,4721103,4754702,4755502,4741500,4772500,4789005",RUA,VICK ALBUQUERQUE,113,ANDAR 01,JARDIM AFONSO CELSO,63400000.0,CE,1375,88.0,92230321.0,,,,,JADSONBEZERRA_3@HOTMAIL.COM,,,4729699
417,417,23,47822257,1,92,1,ACADEMIA DELTA,2,2022-09-02,0,,105.0,2022-09-02,Atividades de condicionamento físico,,RUA,SAO JOSE,879,ANEXO 01,PEGA AVOANTE,63400000.0,CE,1375,88.0,93755419.0,0.0,0.0,,,ACADEMIADELTACEDRO@GMAIL.COM,,,9313100
418,418,26,44469364,1,90,1,ACAI ALFA MIRANTE,2,2021-12-03,0,,,2021-12-03,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente,5611203,AVENIDA,FRANCISCO HELIO DE ARAUJO,327,LETRA A,PRADO,63400000.0,CE,1375,88.0,96193931.0,,,,,ACAI.ALFAMIRANTE@GMAIL.COM,,,4729699
419,419,27,49647476,1,8,1,STUDIO PAULINA SALES,2,2023-02-17,0,,,2023-02-17,"Cabeleireiros, manicure e pedicure",8599604,RUA,ERNESTO TEXEIRA DE ABREU,33,,CENTRO,63400000.0,CE,1375,85.0,99735166.0,,,,,PAULINASALES543@GMAIL.COM,,,9602501
420,420,29,50442711,1,94,1,GELA GUELA - DELIVERY,2,2023-04-25,0,,,2023-04-25,Comércio varejista de bebidas,,AVENIDA,PEDRO LOPES VIEIRA,398,LETRA B,CENTRO,63400000.0,CE,1375,88.0,92815311.0,,,,,LUIZCLEDSON19@GMAIL.COM,,,4723700
421,421,30,50460271,1,6,1,LUD FRIOS E CONGELADOS,2,2023-04-26,0,,,2023-04-26,Comércio varejista de laticínios e frios,"4729699,4772500,4789005",RUA,RAIMUNDO GEUDES MARTINS,525,,VILA OPERARIA,63400000.0,CE,1375,88.0,81232055.0,,,,,LEOTOINHALUDMYLLA@GMAIL.COM,,,4721103
422,422,35,5717012,1,55,1,CARTORIO ESMERALDINA BEZERRA,2,1998-07-28,0,,,1981-03-16,Cartórios,,RUA,VEREADOR PEDRO LOPES VIEIRA,298,,CENTRO,63400000.0,CE,1375,88.0,35814176.0,,,,,,,,6912500
423,423,37,5971679,1,80,1,ACTBG,2,2005-11-03,0,,,2003-06-06,Atividades de associações de defesa de direitos sociais,"9493600,9499500",SITIO,CAJUI,SN,,CANDEIAS,63400000.0,CE,1375,,,,,,,,,,9430800
424,424,39,35226901,1,80,1,HENRIQUE MOVEIS,2,2004-01-23,0,,,1990-07-18,Comércio varejista de móveis,"4753900,4759899",AVENIDA,PEDRO LOPES VIEIRA,262,,CENTRO,63400000.0,CE,1375,88.0,96554444.0,88.0,35640467.0,88.0,35640467.0,HENRIQUEMOVEIS@HOTMAIL.COM,,,4754701
425,425,40,2734137,1,3,1,IPRECE,2,2022-08-10,0,,,1998-09-01,Comércio varejista de materiais de construção em geral,,RUA,VICENTE VIANA,584,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4744099
426,426,43,1524137,1,8,1,ASSUSA,2,2005-11-03,0,,,1996-10-09,Atividades de associações de defesa de direitos sociais,"9493600,9499500",SITIO,AGROVILA DO ACUDE UBALDINHO,SN,,SAO MIGUEL,63400000.0,CE,1375,88.0,97112588.0,88.0,92334167.0,,,,,,9430800
427,427,45,7767882,1,64,1,MERCANDINHO CONFIANCA,2,2005-11-03,0,,,1985-07-04,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",,RUA,VEREADOR SALUSTIANO MOURA,501,,CENTRO,63400000.0,CE,1375,88.0,96179874.0,,,,,,,,4712100
428,428,47,86884616,1,98,1,100 POR CENTO CARUARU,2,2005-11-03,0,,,1994-03-15,Comércio varejista de artigos do vestuário e acessórios,"4763601,4782201",RUA,VEREADOR SALUSTIANO MOURA,550,,CENTRO,63400000.0,CE,1375,88.0,99639069.0,,,,,CLEBIODIAS_CE@HOTMAIL.COM.BR,,,4781400
429,429,48,7516303,1,0,1,LINDA BELLA,2,2005-07-22,0,,,2005-07-22,Comércio varejista de artigos do vestuário e acessórios,"4755502,4755503,4782201",RUA,CEL. JOSE DE ALBUQUERQUE,515,,CENTRO,63400000.0,CE,1375,88.0,96895554.0,,,,,DINACEDRO@YAHOO.COM.BR,,,4781400
430,430,49,7622361,1,19,1,PANIFICADORA E CONFEITARIA ROSA DE SHARON,2,2021-04-05,0,,,2005-09-28,Padaria e confeitaria com predominância de revenda,4721103,RUA,PROFESSOR NATANAEL CORTEZ,889,,CENTRO,63400000.0,CE,1375,88.0,99582719.0,,,,,,,,4721102
431,431,52,7647472,1,80,1,ARMAZEM NAO ME DEIXE,2,2005-11-03,0,,,1985-02-11,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",,RUA,CEL JOSE DE ALBUQUERQUE,S N,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4712100
432,432,54,8235861,1,60,1,AFAV,2,2006-08-14,0,,,2006-08-14,Atividades de associações de defesa de direitos sociais,"9412099,9493600,9499500",DISTRITO,LAGEDO,SN,,LAGEDO,63400000.0,CE,1375,88.0,99625886.0,,,,,,,,9430800
433,433,55,8413453,1,51,1,FIK CHIQUE,2,2006-10-30,0,,,2006-10-30,Comércio varejista de artigos do vestuário e acessórios,4782201,RUA,CEL JOSE DE ALBUQUERQUE,508,,CENTRO,63400000.0,CE,1375,88.0,99161033.0,,,88.0,99512763.0,,,,4781400
434,434,58,12690520,1,52,1,LICACLI,2,2010-07-15,0,,,2010-07-15,Atividades de associações de defesa de direitos sociais,9499500,RUA,ZE PAJE,56,,CENTRO,63400000.0,CE,1375,88.0,96349273.0,,,,,,,,9430800
435,435,60,14095501,1,3,1,GARPA SECURITY,2,2021-11-23,0,,,2011-08-05,Comércio varejista de outros artigos de uso pessoal e doméstico não especificados anteriormente,"4751201,4752100,4757100,4321500,4322302,9511800,9521500",RUA,JOSE PAJE,394,,CENTRO,63400000.0,CE,1375,88.0,92899311.0,,,,,,,,4759899
436,436,61,13881598,1,17,1,GABI CONFECCOES,2,2011-06-24,0,,,2011-06-24,Comércio varejista de artigos do vestuário e acessórios,"4755503,4763601,4755502,4783102,4789001,4782201,4772500",RUA,SINHA DE ALCANTARA,578,,DIVISAO,63400000.0,CE,1375,88.0,99417217.0,,,,,,,,4781400
437,437,62,19568361,1,67,1,RENATA VARIEDADES,2,2014-01-22,0,,,2014-01-22,"Comércio varejista de doces, balas, bombons e semelhantes","4763601,4783101,4789001,4781400,4772500",RUA,RAIMUNDO PAIVA DA SILVA,09,,CENTRO,63400000.0,CE,1375,88.0,35640470.0,,,,,robsonbalas@hotmail.com,,,4721104
438,438,63,21825343,1,65,1,IOLANDA VARIEDADES,2,2015-02-05,0,,,2015-02-05,Comercio varejista de artigos de armarinho,"4755503,4781400",RUA,CHIQUINHO CARTEIRO,56,,ALTO DO PADEIRO,63400000.0,CE,1375,88.0,96307087.0,,,,,,,,4755502
