,CNPJ B,CNPJ O,CNPJ DV,MATRIZ/FIL,NOME FANT,STC,DATA STC,MOTIVO STC,CD EXT,PAIS,DT IN ATV,CNAE PRINCP,CNAE SECND,TIPO LOGR,LOGRD,NUMERO,COMPLEMENTO,BAIRRO,CEP,UF,MUNICIPIO,DDD1,TELEFONE1,DDD2,TELEFONE2,DDDFAX,FAX,CORREIO ELET,ST ESPC,DATA ST ESPC,CNAE PRINCIP
350,38987405,1,38,1,,8,2021-02-28,1,,,2020-09-26,Atividades de organizações políticas,,RUA,PADRE CICERO,96,,CENTRO,63400000.0,CE,1375,0.0,0.0,,,0.0,0.0,roberiosinfronio@hotmail.com,,,9492800
351,39108435,1,90,1,,8,2021-02-28,1,,,2020-09-26,Atividades de organizações políticas,,SITIO,SITIO BOA VISTA,00001,,SANTO ANTONIO,63400000.0,CE,1375,0.0,0.0,,,0.0,0.0,beldealcivan@gmail.com,,,9492800
352,27365369,1,54,1,,8,2021-04-16,1,,,2017-03-22,Comércio varejista de produtos saneantes domissanitários,"4723700,4721103,4721102,4772500",RUA,VICAK ALBUQUERQUE,113 C,,JARDIM AFONSO CELSO,63400000.0,CE,1375,88.0,81569566.0,,,,,JADSONBEZERRACONTADOR@GMAIL.COM,,,4789005
353,43159643,1,95,1,ACAI MIRANTE,8,2021-09-10,1,,,2021-08-17,Serviços ambulantes de alimentação,5611203,AVENIDA,FRANCISCO HELIO VIANA DE ARAUJO,327,BOX 01,PRADO,63400000.0,CE,1375,88.0,96304257.0,,,,,CLECIOMONTEIRO@HOTMAIL.COM,,,5612100
354,44732705,1,79,1,CEDRO DISTRIBUIDORA,8,2022-06-20,1,,,2022-01-04,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns","4530705,4632001,4721103,4721104,4722901,4723700,4724500,4744099,4751201,4753900,4754702,4761003,4763601,4763602,4789005",RUA,VEREADOR ANTONIO VIANA DE ARAUJO,724,,FATIMA,63400000.0,CE,1375,88.0,99211027.0,,,,,CEDRODISTRIBUIDORA@GMAIL.COM,,,4712100
355,46004052,1,37,1,ALMEIDA SUINOS,8,2022-05-16,1,,,2022-04-12,Comércio varejista de hortifrutigranjeiros,,RUA,SITIO MORADA NOVA,25,CONJ PROPRIA,SANTO ANTONIO,63400000.0,CE,1375,88.0,93030524.0,,,,,RONIVONRUDYVAN123@GMAIL.COM,,,4724500
356,3302749,1,81,1,MERCADINHO VARJOTA,8,2001-02-20,1,,,1999-07-21,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",,RUA,PE. CICERO,192,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4712100
357,3393379,1,35,1,FUNERARIA PORTA DO CEU,8,2016-07-11,1,,,1999-09-16,Comércio varejista de outros produtos não especificados anteriormente,,TRAVESSA,15 DE NOVEMBRO,30,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4789099
358,139324,1,5,1,WANIA MODAS,8,2015-04-10,1,,,1994-08-10,Comércio varejista de artigos do vestuário e acessórios,,RUA,VALDER VIANA,S N,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4781400
359,5083950,1,40,1,S.V.E.C,8,2008-12-31,71,,,2002-05-13,Atividades de associações de defesa de direitos sociais,"9493600,9499500",SITIO,SAO VICENTE,S/N,ZONA RURAL,DISTRITO DE ASSUNCAO,63400000.0,CE,1375,,,,,,,,,,9430800
360,157279,1,11,1,MERCEARIA SOUZA,8,2015-02-09,73,,,1994-08-23,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",,RUA,CHIQUINHO CARTEIRO,29,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4712100
361,5274618,1,63,1,HERZILIO MARQUES FORMIGA MERCEARIA,8,2008-12-31,71,,,1977-07-22,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados",,RUA,PROF NATANAEL CORTEZ,SN,TERREO,CENTRO,63400000.0,CE,1375,,,,,,,,,,4711301
362,3625794,1,77,1,RESTAURANTE O AZARIAS & RITA,8,2016-03-21,1,,,2000-02-03,Restaurantes e similares,"5590699,5611204",RUA,VER. ENEAS VIANA DE ARAUJO,00865,,VILA OPERARIA,63400000.0,CE,1375,88.0,96570880.0,,,88.0,35640185.0,evilauvesjunior@bol.com.br,,,5611201
363,389780,1,3,1,,8,2015-02-09,73,,,1995-01-13,"Lanchonetes, casas de chá, de sucos e similares",,RUA,SENADOR JOAO TOME,18,,CENTRO,63400000.0,CE,1375,,,,,,,,,,5611203
364,5504125,1,72,1,CONSTRUCENTER,8,2020-03-23,1,,,2003-02-07,Comércio varejista de materiais de construção não especificados anteriormente,"4741500,4742300,4744003,4744004,4744001,4744002",RUA,JOSE PAGE,323,,CENTRO,63400000.0,CE,1375,88.0,97625142.0,,,88.0,35814419.0,,,,4744005
365,632690,1,0,1,,8,2015-02-09,73,,,1995-06-05,"Lanchonetes, casas de chá, de sucos e similares",,RUA,FRANCISCO SA,281,,CENTRO,63400000.0,CE,1375,,,,,,,,,,5611203
366,668066,1,54,1,,8,2011-05-02,54,,,1995-06-28,Fabricação de sorvetes e outros gelados comestíveis,,RUA,ANTONIO VALDER VIANA,190,,CENTRO,63400000.0,CE,1375,,,,,,,,,,1053800
367,5717020,1,0,1,CARTORIO CAVALCANTE MONTENEGRO,8,2021-03-09,1,,,1981-03-16,Cartórios,,RUA,CEL JOSE DE ALBUQUERQUE,520,,CENTRO,63400000.0,CE,1375,88.0,35641033.0,85.0,33451139.0,85.0,33451249.0,,,,6912500
368,7130370,23,6,2,,8,1992-06-04,1,,,1990-06-20,Armazéns gerais - emissão de warrant,,RUA,CORONEL JOAO CANDIDO,SN,,CENTRO,63400000.0,CE,1375,,,,,,,,,,5211701
369,890052,1,80,1,LIS VARIEDADES,8,2019-11-06,1,,,1995-11-01,Comercio varejista de artigos de armarinho,,RUA,SAO JOSE,882,,CENTRO,63400000.0,CE,1375,88.0,96031320.0,,,,,clebio.contabilidade@hotmail.com,,,4755502
370,995915,1,84,1,ABFAM,8,2008-12-31,71,,,1996-01-09,Atividades de associações de defesa de direitos sociais,"9493600,9499500",RUA,SINHA DE ALCANTARA,734,,DIVISAO,63400000.0,CE,1375,,,,,,,,,,9430800
371,6050744,1,5,1,,8,1981-09-18,1,,,1980-09-11,Atividade Econônica não informada,,RUA,DR JOAO PESSOA,47,,CENTRO,63400000.0,CE,1375,,,,,,,,,,8888888
372,29744778,3817,27,2,,8,2022-03-21,1,,,2002-08-19,Atividades de organizações religiosas ou filosóficas,,RUA,CORONEL JOAO CANDIDO,538,,CENTRO,63400000.0,CE,1375,11.0,33218924.0,11.0,33218772.0,11.0,33218924.0,essouza@universalsp.com.br,,,9491000
373,2726740,1,35,1,,8,2008-12-31,71,,,1998-08-25,Fabricação de laticínios,,SITIO,BARAUNA GROSSA,S/N,,DIST. SANTO ANTONIO6,63400000.0,CE,1375,,,,,,,,,,1052000
374,35064807,45,93,2,DIRETORIO MUNICIPAL DE CEDRO,8,1999-06-17,1,,,1996-05-28,Atividades de organizações políticas,,RUA,SAO JOSE,S/N,,CENTRO,63400000.0,CE,1375,,,,,,,,,,9492800
375,4494701,1,85,1,CESAR REPRESENTACOES,8,2015-02-09,73,,,2001-02-21,Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente,"6399200,7410299,7490105,7490199,8219999,8299703,8299707",RUA,JOAO XXIII,100,,FATIMA,63400000.0,CE,1375,,,,,,,,,,8299799
376,6663008,1,14,1,,8,2004-12-31,1,,,2004-07-20,Atividades de organizações políticas,,RUA,PROF NATANAEL CORTEIS,925,,PRADO,63400000.0,CE,1375,,,,,,,,,,9492800
377,4519301,1,87,1,MERCEARIA REIS,8,2018-10-09,1,,,2001-06-11,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",,RUA,ANTONIO VALDER VIANA,65,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4712100
378,6672779,1,78,1,,8,2004-12-31,1,,,2004-07-20,Atividades de organizações políticas,,RUA,ANTONIO VALDER VIANA,SN,,CENTRO,63400000.0,CE,1375,,,,,,,,,,9492800
379,6682740,1,31,1,,8,2004-12-31,1,,,2004-07-20,Atividades de organizações políticas,,RUA,RAIMUNDO GUEDES,0,SEM NUMERO,MONTEVIDEO,63400000.0,CE,1375,,,,,,,,,,9492800
380,6689143,1,39,1,,8,2004-12-31,1,,,2004-07-20,Atividades de organizações políticas,,RUA,21 DE OUTUBRO,610,S/C,CENTRO,63400000.0,CE,1375,,,,,,,,,,9492800
381,74171794,1,92,1,,8,2008-12-31,71,,,1994-02-03,Tabacaria,,,RUU  DA PAZ,S/N,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4729601
382,6806442,1,6,1,,8,2008-12-31,71,,,1981-08-13,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados",,RUA,SENADOR JOAO TOME,20,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4711301
383,4675327,1,14,1,H G SISTEMA ELETRONICO,8,2008-12-31,71,,,2001-09-14,Comércio varejista especializado de equipamentos e suprimentos de informática,,RUA,CEL. CELSO ARAUJO,304,,CENTRO,63400000.0,CE,1375,88.0,5640298.0,,,,,,,,4751201
384,41339177,1,2,1,ESCOLA ARCO IRIS ENCANTADO,8,2008-12-31,71,,,1992-11-06,Educação infantil - pré-escola,,RUA,DR FRANCISCO SA,SN,,CENTRO,63400000.0,CE,1375,,,,,,,,,,8512100
385,41402256,1,2,1,,8,1997-07-10,1,,,1992-03-11,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",,RUA,VER SALUSTIANO MOURA,553,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4712100
386,41405630,1,23,1,,8,2008-12-31,71,,,1992-03-18,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados",,RUA,RAIMUNDO PAIVA DA SILVA,156,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4711301
387,7141153,1,6,1,,8,2008-12-31,71,,,1966-08-09,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados",,RUA,DR JOAO PESSOA,SN,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4711301
388,7142383,1,81,1,A INICIAL,8,1980-11-03,1,,,1968-06-06,Atividade Econônica não informada,,RUA,CEL LUIZ FELIPE,31,,CENTRO,63400000.0,CE,1375,,,,,,,,,,8888888
389,23538549,1,30,1,,8,2008-12-31,71,,,1988-11-24,Atividade Econônica não informada,,RUA,D PEDRO II,31,,CENTRO,63400000.0,CE,1375,,,,,,,,,,8888888
390,7284474,1,51,1,ERASMO DISTRIBUIDORA,8,2022-07-14,1,,,1983-07-11,Comércio atacadista de cereais e leguminosas beneficiados,"4639701,4647801,4649409,5620101",RUA,MANOEL CORREIA LIMA,170,,FATIMA,63400000.0,CE,1375,88.0,35640256.0,88.0,98531117.0,88.0,35814419.0,ERASMOCEDRO@BOL.COM.BR,,,4632001
391,7297450,1,37,1,MARY MODAS,8,2021-04-27,1,,,1983-08-29,Comércio varejista de artigos do vestuário e acessórios,,RUA,D PEDRO II,S N,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4781400
392,7333685,1,37,1,CASA ALVES,8,2008-12-31,71,,,1983-12-16,Comércio varejista de artigos de óptica,,RUA,15 DE NOVEMBRO,12,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4774100
393,7431208,1,4,1,,8,2008-12-31,71,,,1973-10-24,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados",,RUA,SANTOS DUMONT,SN,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4711301
394,7431265,1,93,1,,8,2008-12-31,71,,,1974-01-03,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados",,SETOR,PEDRA DAGUA,SN,,,63400000.0,CE,1375,,,,,,,,,,4711301
395,7515000,1,73,1,,8,2008-12-31,71,,,1975-12-24,Atividade Econônica não informada,,,MERC PUBLICO,SN,,CENTRO,63400000.0,CE,1375,,,,,,,,,,8888888
396,63318976,1,27,1,IVAN MOTOS,8,2019-03-07,1,,,1990-10-01,Comércio a varejo de motocicletas e motonetas usadas,,RUA,ADAUTO CASTELO,393,,CENTRO,63400000.0,CE,1375,88.0,96257641.0,,,88.0,35810572.0,evilauvesjunior@bol.com.br,,,4541204
397,7812258,1,31,1,FRIGORIFICO POPULAR,8,1981-11-24,1,,,1975-09-03,Atividade Econônica não informada,,RUA,SENADOR JOAO TOME,SN,,CENTRO,63400000.0,CE,1375,,,,,,,,,,8888888
398,7822257,1,78,1,,8,2008-12-31,71,,,1985-09-02,Comércio varejista de tecidos,,RUA,DR JOAO TOME,12,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4755501
399,63542815,1,12,1,JUNIOR DISCOS,8,2008-12-31,71,,,1991-07-25,Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo,4759899,,LOC  GALERIA BACANA,SN,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4753900
400,10517597,1,8,1,,8,2008-12-31,71,,,1989-06-30,Instituições de longa permanência para idosos,,DISTRITO,DE CAXITORE,S/N,,ZONA RURAL,63400000.0,CE,1375,,,,,,,,,,8711502
401,11068145,1,40,1,SERRARIA VARZINHA,8,2008-12-31,71,,,1986-07-17,Atividade Econônica não informada,,RUA,S JOSE,SN,,CENTRO,63400000.0,CE,1375,,,,,,,,,,8888888
402,11769726,1,0,1,,8,2008-12-31,71,,,1987-02-12,Comércio varejista de artigos do vestuário e acessórios,,RUA,SENADOR JOAO TOME,20,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4781400
403,12255048,1,20,1,CASA YTHALO,8,2014-09-05,54,,,1987-08-12,Restaurantes e similares,,RUA,CEL ANTONIO AFONSO,S N,,CENTRO,63400000.0,CE,1375,,,,,,,,,,5611201
404,72445778,1,15,1,,8,2015-02-09,73,,,1993-07-14,Comércio varejista de outros produtos não especificados anteriormente,,RUA,CEL JOSE DE ALBUQUERQUE,505,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4789099
405,7691020,1,3,1,ACAC,8,2014-05-28,1,,,2004-01-19,Atividades de sonorização e de iluminação,9002701,RUA,21 DE OUTUBRO,606,,CENTRO,63400000.0,CE,1375,88.0,35640498.0,,,,,,,,9001906
406,11334562,1,98,1,,8,2009-02-18,1,,,1986-09-05,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",,RUA,DR FRANCISCO SA,SN,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4712100
407,7650237,1,67,1,,8,2008-12-31,71,,,1985-03-05,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados",,RUA,QUINZE DE NOVEMBRO,S/N,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4711301
408,4356532,1,17,1,MAIS UM BAR,8,2007-04-02,1,,,2001-03-02,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",,RUA,SINHA DE ALCANTARA,587,,DIVISAO,63400000.0,CE,1375,,,,,,,,,,4712100
409,3343955,1,30,1,,8,2002-12-12,1,,,1999-08-10,Representantes comerciais e agentes do comércio de mercadorias em geral não especializado,,RUA,"RAIMUNDO PAIVA DA SILVA,",09,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4619200
410,5083913,1,32,1,V.F.C.,8,2015-02-09,73,,,2002-05-03,Atividades de associações de defesa de direitos sociais,"9493600,9499500",SITIO,VARZEA DA CONCEICAO,S/N,ZONA RURAL,VARZEA CONCEICAO,63400000.0,CE,1375,,,,,,,,,,9430800
411,6083711,1,53,1,,8,2008-12-31,71,,,1980-08-05,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados",,RUA,D PEDRO II,21,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4711301
412,6349779,1,31,1,COOCAT,8,2015-02-09,73,,,2004-05-19,Recuperação de sucatas de alumínio,,RUA,CEL JOAO CANDIDO,289,,FATIMA,63400000.0,CE,1375,88.0,5640249.0,,,,,,,,3831901
413,9424391,1,46,1,,8,2008-12-31,71,,,1979-02-13,Atividade Econônica não informada,,RUA,PEDRO II,41,,,63400000.0,CE,1375,,,,,,,,,,8888888
414,12255162,1,50,1,,8,2009-12-30,54,,,1987-08-12,"Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas",,RUA,CEL. JOSE DE ALBUQUERQUE,521,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4771701
415,72517808,1,51,1,CERAMICA TORROES,8,2013-08-20,54,,,1993-08-02,"Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos",,SITIO,MULUNGU,S/N,,ZONA RURAL,63400000.0,CE,1375,,,,,,,,,,2342702
416,34951046,1,8,1,,8,2023-01-12,1,,,1989-07-03,Tabacaria,,RUA,DR JOAO PESSOA,S N,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4729601
417,7391352,1,64,1,,8,2020-08-24,1,,,1984-04-09,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns","4721103,4721104,4722901,4723700,4724500,4751201,4753900,4754701,4759899,4761003,4763601,4763602,4772500",RUA,CEL LUIZ FELIPE,128,,CENTRO,63400000.0,CE,1375,88.0,35640256.0,,,,,ERASMOCEDRO@BOL.COM.BR,,,4712100
418,11670718,1,1,1,AGROCEDRO,8,2008-12-31,71,,,1986-10-09,Comércio varejista de artigos de óptica,,RUA,SENADOR JOAO TOME,S N,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4774100
419,8528735,1,2,1,HOME CINE LOCADORA,8,2017-09-26,1,,,2006-12-14,"Aluguel de fitas de vídeo, DVDs e similares",7729201,AVENIDA,VEREADOR  PEDRO LOPES VIEIRA,252,,CENTRO,63400000.0,CE,1375,88.0,99512763.0,,,,,,,,7722500
420,8952901,1,95,1,MERCADINHO AZEVEDO,8,2020-02-01,1,,,2007-07-13,Comércio varejista de laticínios e frios,,RUA,CEL JOSE DE ALBUQUERQUE,568,,CENTRO,63400000.0,CE,1375,88.0,99417217.0,88.0,92916523.0,,,CLEBIO.CONTABILIDADE@HOTMAIL.COM,,,4721103
421,9746022,1,70,1,,8,2008-12-31,1,,,2008-07-06,Atividades de organizações políticas,,RUA,RUA VEREADOR ANTÃNIO VIANA DE ARAÃJO,328,,FÃTIMA,63400000.0,CE,1375,0.0,0.0,,,0.0,0.0,cedrocadavezmelhor@gmail.com,,,9492800
422,9817547,1,59,1,,8,2008-12-31,1,,,2008-07-08,Atividades de organizações políticas,,RUA,RUA PADRE SÃ,213,,CENTRO,63400000.0,CE,1375,0.0,0.0,,,0.0,0.0,,,,9492800
423,9900336,1,85,1,,8,2008-12-31,1,,,2008-07-08,Atividades de organizações políticas,,RUA,RUA CORONEL JOÃO CÃNDIDO,383,,CENTRO,63400000.0,CE,1375,0.0,0.0,,,0.0,0.0,,,,9492800
424,10153271,1,30,1,,8,2008-12-31,1,,,2008-07-15,Atividades de organizações políticas,,RUA,PADRE SÃ,392,,CENTRO,63400000.0,CE,1375,88.0,35640627.0,,,88.0,35640106.0,,,,9492800
425,11429375,1,98,1,HOSPITAL DO COMPUTADOR,8,2015-02-03,1,,,2009-12-18,Comércio varejista especializado de equipamentos e suprimentos de informática,"4753900,9511800,6190699,4754701,4789007,4789008,4751202",RUA,PADRE SA,360,,CENTRO,63400000.0,CE,1375,88.0,92052832.0,,,,,wiltonpinheiro2004@hotmail.com,,,4751201
426,12445483,1,17,1,MERCADINHO SAO FRANCISCO,8,2021-12-15,1,,,2010-08-18,Comércio varejista de bebidas,"4721103,4755502",RUA,PADRE SA,183,,CENTRO,63400000.0,CE,1375,88.0,99417217.0,,,,,CLEBIO.CONTABILIDADE@HOTMAIL.COM,,,4723700
427,13427886,1,4,1,S D L MERCADINHO,8,2015-07-07,1,,,2011-03-24,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",4723700,AVENIDA,VEREADOR PEDRO LOPES VIEIRA,538,,CENTRO,63400000.0,CE,1375,88.0,99417217.0,88.0,92916523.0,,,,,,4712100
428,13629850,1,3,1,,8,2018-02-01,67,,,2011-05-12,Comércio varejista de artigos do vestuário e acessórios,"4782201,4755503",RUA,VEREADOR ALVES DINIZ,8,CASA,FATIMA,63400000.0,CE,1375,88.0,96542833.0,,,,,,,,4781400
429,14975376,1,26,1,,8,2013-03-14,1,,,2012-02-01,"Lanchonetes, casas de chá, de sucos e similares",,AVENIDA,JOSE QUINTINO,SN,ANEXO,PRADO,63400000.0,CE,1375,88.0,94448119.0,,,,,elderoliveira1980@hotmail.com,,,5611203
430,9846950,1,6,1,,8,2008-12-31,1,,,2008-07-08,Atividades de organizações políticas,,RUA,RUA VICENTINA DA ALBUQUERQUE,100,,FÃTIMA,63400000.0,CE,1375,0.0,0.0,,,0.0,0.0,,,,9492800
431,15953719,1,14,1,,8,2012-12-31,1,,,2012-07-05,Atividades de organizações políticas,,SITIO,SANTA FE,40,,SEDE,63400000.0,CE,1375,0.0,0.0,,,0.0,0.0,cedrodetodosnos@live.com,,,9492800
432,15955546,1,73,1,,8,2012-12-31,1,,,2012-07-05,Atividades de organizações políticas,,RUA,CEL. JOAO CANDIDO,275,,CENTRO,63400000.0,CE,1375,0.0,0.0,,,0.0,0.0,cedrodetodosnos@live.com,,,9492800
433,15959796,1,81,1,,8,2012-12-31,1,,,2012-07-05,Atividades de organizações políticas,,ALAMEDA,JOSE QUINTINO,157,,PRADO,63400000.0,CE,1375,0.0,0.0,,,0.0,0.0,cedrodetodosnos@live.com,,,9492800
434,16419546,1,11,1,,8,2012-12-31,1,,,2012-07-11,Atividades de organizações políticas,,RUA,CORONEL JOSE DE ALBUQUERQUE,s/n,CASA,CENTRO,63400000.0,CE,1375,88.0,92269620.0,,,88.0,35641020.0,jarbas.proficional@hotmail.com,,,9492800
435,16429728,1,73,1,,8,2012-12-31,1,,,2012-07-11,Atividades de organizações políticas,,RUA,JOEL PASSO,S/N,,CALDERAO,63400000.0,CE,1375,88.0,96137965.0,,,88.0,35641020.0,dinizmagno@gmail.com,,,9492800
436,16477072,1,64,1,,8,2012-12-31,1,,,2012-07-13,Atividades de organizações políticas,,RUA,ADAUTO CASTELO,s/n,,CENTRO,63400000.0,CE,1375,88.0,35640308.0,,,88.0,35640308.0,elmareisdias@hotmail.com,,,9492800
437,13058199,2,31,2,,8,2015-03-16,1,,,2012-09-04,Comércio varejista de bebidas,,RUA,PADRE SA,291,,CENTRO,63400000.0,CE,1375,85.0,87685779.0,,,,,,,,4723700
438,17741347,1,98,1,DUDA VARIEDADES,8,2020-11-19,1,,,2013-01-07,"Comércio varejista de suvenires, bijuterias e artesanatos","4752100,4783102,4763601,4782201",RUA,CEL JOSE DE ALBUQUERQUE,517,,CENTRO,63400000.0,CE,1375,88.0,99417217.0,88.0,92916523.0,,,,,,4789001
439,18215623,1,47,1,,8,2016-11-17,1,,,2013-05-30,Comércio varejista de artigos do vestuário e acessórios,"4755503,4782201,4772500",RUA,MARIA LUIZA AFONSO,11,,JARDIM AFONSO,63400000.0,CE,1375,88.0,99514906.0,,,,,franciscaaraujo_13@hotmail.com,,,4781400
440,9791271,1,87,1,,8,2008-12-31,1,,,2008-07-06,Atividades de organizações políticas,,RUA,SITIO CAIANA,S/N,,DISTRITO VALE DO MACHADO,63400000.0,CE,1375,0.0,0.0,,,0.0,0.0,cedrocadavezmelhor@gmail.com,,,9492800
441,11592684,1,84,1,RAQUEL DOCES & GULOSEMA,8,2015-05-19,1,,,2010-02-24,Fornecimento de alimentos preparados preponderantemente para empresas,,SITIO,BOA VISTA,SN,,ZONA RURAL,63400000.0,CE,1375,88.0,92164401.0,,,,,,,,5620101
442,14226984,1,38,1,,8,2019-02-14,1,,,2011-07-04,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal, exceto em região metropolitana","4921302,4923002,7711000",DISTRITO,CANDEIAS,30,      DIST. CANDEIAS,ZONA RURAL,63400000.0,CE,1375,88.0,35810002.0,88.0,35810002.0,88.0,35810002.0,,,,4922101
443,14879517,1,7,1,,8,2013-03-05,1,,,2012-01-13,Comercio varejista de artigos de armarinho,,RUA,cel luiz felipe,154,,centro,63400000.0,CE,1375,88.0,92916523.0,,,,,clebiodias_ce@hotmail.com,,,4755502
444,18371305,1,75,1,,8,2015-03-09,1,,,2013-06-26,Reparação e manutenção de computadores e de equipamentos periféricos,6190699,RUA, prof. Natanael Cortez,813,,CENTRO,63400000.0,CE,1375,88.0,96054824.0,,,,,felipe-freire10@hotmail.com,,,9511800
445,18633322,1,33,1,JOATAN VIANA MENDONCA,8,2014-05-13,1,,,2013-08-07,Outras atividades de ensino não especificadas anteriormente,,RUA,Padre SA,398,CASA,ALTO DA INDEPENDENCIA,63400000.0,CE,1375,88.0,99741111.0,,,,,joatanviana1@gmail.com,,,8599699
446,19284861,1,77,1,ALFA SERVICOS E CONTRUCOES,8,2019-03-15,1,,,2013-11-08,Construção de edifícios,"4311801,3811400,4924800,8230001,7732201,4923002,7711000,4321500",RUA,ALAMEDA JOSE QUINTINO,514,      A,PRADO,63400000.0,CE,1375,88.0,35812404.0,88.0,99029366.0,,,,,,4120400
447,20843262,1,25,1,STUDIO FUNCIONAL - ESPACO FD FITNESS,8,2017-11-28,1,,,2014-08-14,Atividades de condicionamento físico,"8592901,8591100,8230001,9319101",RUA,PADRE SA,188,,CENTRO,63400000.0,CE,1375,88.0,35121442.0,,,,,,,,9313100
448,21807528,1,47,1,ILHA INFORMATICA,8,2015-05-03,1,,,2015-02-03,Comércio varejista especializado de equipamentos e suprimentos de informática,,RUA,Padre Sa,360,,Centro,63400000.0,CE,1375,88.0,96493772.0,,,,,mirelly_diniz2011@hotmail.com,,,4751201
449,21875871,1,29,1,COURO BOUTIQUE,8,2023-02-01,1,,,2015-02-13,Comércio varejista de artigos do vestuário e acessórios,"4782201,4763601,4755503,4755502,4783102,4783101,4789001,4772500",RUA,ANTONIO VALDER VIANA,181,,CENTRO,63400000.0,CE,1375,85.0,99605265.0,,,85.0,32447043.0,ALKMAC@OUTLOOK.COM,,,4781400
450,22416060,1,22,1,AB FERRAGENS,8,2015-07-10,1,,,2015-05-11,Comércio varejista de materiais de construção em geral,,RUA,Antonio valder Viana,139a,,Centro,63400000.0,CE,1375,88.0,97507450.0,,,,,,,,4744099
451,23624033,1,8,1,RTS BOLOS,8,2017-05-23,1,,,2015-11-09,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,,RUA,SITIO TEU,S/N,CASA,SITIO,63400000.0,CE,1375,88.0,99988845.0,,,,,,,,1091102
452,23718184,1,25,1,,8,2016-01-22,1,,,2015-11-23,Comércio varejista de artigos do vestuário e acessórios,"4763601,4755503,4755502,4783102,4783101,4789001,4789099,4729699,4782201,4772500",RUA,ANTONIO VALDER VIANA,00181,,CENTRO,63400000.0,CE,1375,88.0,92524258.0,,,,,emiliamariapoliveira@mail.com,,,4781400
